hp_number,dealer_type,is_vat_registered,tax_status,company_type,company_status
510002124,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510002132,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002140,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002157,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002165,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002173,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002181,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002199,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002207,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510002215,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002231,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002249,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002256,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510002264,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002272,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510002280,עוסק פטור,f,cancelled,ישראלית חברה פרטית,בפרוק מרצון
510002298,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510002306,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002314,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002322,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510002330,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002348,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002355,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002363,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002371,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002389,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002397,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002405,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510002413,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510002421,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002439,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002447,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002454,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510002462,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002488,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510002496,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510002504,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510002512,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002520,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002546,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510002553,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510002561,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002579,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002587,עוסק פטור,f,cancelled,ישראלית חברה פרטית,בפרוק מרצון
510002595,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002603,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002611,עוסק פטור,f,cancelled,ישראלית חברה פרטית,פעילה זמנית
510002629,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002637,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002645,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002652,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002660,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002678,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510002686,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510002694,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002702,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510002710,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002728,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002744,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002751,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002769,עוסק פטור,f,cancelled,ישראלית חברה פרטית,בפרוק מרצון
510002777,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002785,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002793,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002801,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510002819,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002827,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002835,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002843,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002850,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002868,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002876,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002884,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002892,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002900,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002918,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002926,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002934,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002942,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002959,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002967,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510002975,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510002983,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת עקב מיזוג
510002991,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003007,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510003015,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510003023,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003049,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003056,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003064,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003072,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510003080,עוסק פטור,f,cancelled,ישראלית חברה פרטית,בפרוק מרצון
510003098,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510003106,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510003114,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003122,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510003130,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003148,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510003155,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003163,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003171,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003189,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510003197,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510003205,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003213,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510003221,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003239,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003247,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003254,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003262,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003270,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003288,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510003296,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510003312,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003320,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510003338,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003346,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510003353,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003361,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003379,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003387,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003395,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003403,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003411,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003437,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003445,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003452,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003460,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003478,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003486,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003494,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003502,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003510,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003528,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003536,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510003544,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003551,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003569,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510003577,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003585,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510003593,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003601,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510003619,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510003627,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003635,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510003643,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003650,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003668,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003676,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510003684,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003692,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003700,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510003718,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003726,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003734,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003742,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003759,עוסק פטור,f,cancelled,ישראלית חברה פרטית,בפרוק ע~י בימ~ש
510003767,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003775,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003783,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003791,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003809,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003817,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003825,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003833,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003841,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003858,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003866,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003874,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003882,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510003890,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003908,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510003916,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510003924,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003932,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003940,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003957,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003965,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003973,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510003981,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004005,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004013,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004021,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004039,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510004047,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004054,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510004062,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004070,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510004088,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510004096,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004104,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004112,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510004120,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004138,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510004146,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004153,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510004161,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004179,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004187,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510004195,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510004203,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004211,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510004229,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004237,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004245,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004252,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004260,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004278,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004294,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004302,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510004310,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004328,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004336,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510004344,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004351,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004369,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004377,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004385,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004393,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004401,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004427,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510004435,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004443,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004450,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004468,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510004476,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004484,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510004492,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004500,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004518,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004526,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004534,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004542,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004559,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004567,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004575,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004583,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004591,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510004609,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004617,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004625,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510004633,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004641,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510004658,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510004666,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510004674,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510004682,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004690,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510004708,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004716,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004724,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004732,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004740,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510004757,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004765,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004773,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004781,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510004799,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004807,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004815,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510004823,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004831,עוסק פטור,f,cancelled,ישראלית חברה פרטית,בפרוק מרצון
510004849,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510004856,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004864,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004872,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004880,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510004898,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004906,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004914,עוסק פטור,f,cancelled,ישראלית חברה פרטית,חיסול ע~י בימ~ש
510004922,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510004930,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510004948,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004955,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004963,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004971,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510004989,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510004997,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005002,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005010,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005028,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005036,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005044,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510005051,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005069,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005077,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005085,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005093,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510005101,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510005119,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005127,עוסק פטור,f,cancelled,ישראלית חברה פרטית,בפרוק מרצון
510005135,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005143,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005150,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005168,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005176,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005184,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005192,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510005200,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510005218,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005226,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005234,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005242,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005259,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005267,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510005275,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510005283,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005291,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510005309,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005325,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005333,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005341,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005358,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510005366,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510005374,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005382,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005390,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005408,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005416,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005424,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005432,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510005440,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510005457,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510005465,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005473,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005481,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510005499,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005507,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005515,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510005523,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005531,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510005549,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510005556,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005564,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005572,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005580,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005598,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005606,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510005614,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510005622,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510005630,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005648,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005655,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510005663,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005671,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005689,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510005697,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510005705,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510005713,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005721,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510005739,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005747,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005754,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510005762,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005788,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005796,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005804,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005812,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005820,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005838,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510005846,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
